City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Samarai,PG,2020-06-15 13:56:16,-10.62,150.67,79.86,84,22,19.06
305,Bastia,FR,2020-06-15 13:56:16,42.67,9.33,75.2,69,75,6.93
306,Jaguey Grande,CU,2020-06-15 13:54:06,22.53,-81.13,80.6,78,20,2.24
307,Impfondo,CG,2020-06-15 13:56:17,1.64,18.07,89.98,48,84,1.19
308,Pecos,US,2020-06-15 13:56:17,31.42,-103.49,71.6,43,1,12.75
309,Hay River,CA,2020-06-15 13:56:17,60.82,-115.8,41.0,93,75,11.41
310,Santa Cruz De La Palma,ES,2020-06-15 13:48:08,28.68,-17.76,78.8,65,20,4.7
311,Pangnirtung,CA,2020-06-15 13:47:46,66.15,-65.71,35.6,93,75,6.93
312,Aykhal,RU,2020-06-15 13:47:49,66.0,111.5,60.8,36,0,8.95
313,Marienburg,PL,2020-06-15 13:56:17,54.04,19.03,64.0,77,75,3.36
314,Booue,GA,2020-06-15 13:56:17,-0.09,11.94,86.67,63,95,2.1
315,Chokurdakh,RU,2020-06-15 13:47:27,70.63,147.92,67.23,49,12,3.78
316,Ust-Nera,RU,2020-06-15 13:56:18,64.57,143.2,55.15,65,6,2.35
317,Fomboni,KM,2020-06-15 13:47:33,-12.28,43.74,77.36,77,6,19.15
318,Baruun-Urt,MN,2020-06-15 13:56:18,46.68,113.28,71.22,28,0,6.35
319,Le Port,RE,2020-06-15 13:56:18,-20.94,55.29,71.6,78,29,10.29
320,Saint-Philippe,RE,2020-06-15 13:47:12,-21.36,55.77,73.4,73,20,21.92
321,Paso De Los Toros,UY,2020-06-15 13:56:18,-32.82,-56.52,46.4,70,99,9.17
322,Cabo San Lucas,MX,2020-06-15 13:56:18,22.89,-109.91,78.01,82,0,1.01
323,Morwell,AU,2020-06-15 13:56:19,-38.23,146.4,53.01,78,34,4.0
324,Shenjiamen,CN,2020-06-15 13:47:44,29.96,122.3,75.65,96,100,10.18
325,Port Lincoln,AU,2020-06-15 13:47:23,-34.73,135.87,58.69,86,100,12.66
326,Rustenburg,ZA,2020-06-15 13:56:19,-25.67,27.24,62.08,30,0,4.9
327,Sampit,ID,2020-06-15 13:47:45,-2.53,112.95,77.65,89,74,3.22
328,Imbituba,BR,2020-06-15 13:56:19,-28.24,-48.67,62.6,67,75,8.05
329,Sterling,US,2020-06-15 13:52:26,39.01,-77.43,68.0,68,75,5.82
330,Guerrero Negro,MX,2020-06-15 13:47:47,27.98,-114.06,63.9,84,1,10.71
331,Zheleznodorozhnyy,RU,2020-06-15 13:56:20,55.75,38.0,73.4,49,100,11.18
332,Walvis Bay,NA,2020-06-15 13:47:48,-22.96,14.51,87.8,15,0,11.41
333,Houma,US,2020-06-15 13:47:15,29.6,-90.72,82.99,83,1,8.05
334,Aktash,RU,2020-06-15 13:56:20,50.3,87.73,46.98,84,63,4.59
335,Longyearbyen,SJ,2020-06-15 13:44:01,78.22,15.64,37.4,74,75,16.11
336,Sovetskiy,RU,2020-06-15 13:56:22,61.36,63.58,71.08,42,66,7.81
337,Myitkyina,MM,2020-06-15 13:47:34,25.38,97.4,78.24,91,85,1.21
338,Tambura,SS,2020-06-15 13:56:22,5.6,27.47,82.47,65,89,4.65
339,Casper,US,2020-06-15 13:56:23,42.87,-106.31,50.0,61,1,3.36
340,Praia Da Vitoria,PT,2020-06-15 13:48:24,38.73,-27.07,64.4,82,90,22.79
341,Arraial Do Cabo,BR,2020-06-15 13:56:23,-22.97,-42.03,73.4,78,75,10.29
342,Thurles,IE,2020-06-15 13:56:23,52.68,-7.8,71.01,65,99,4.0
343,Berlevag,NO,2020-06-15 13:56:24,70.86,29.09,46.4,70,75,24.16
344,Ocos,GT,2020-06-15 13:56:24,14.51,-92.19,78.8,94,5,3.6
345,Hurricane,US,2020-06-15 13:56:24,37.18,-113.29,68.0,23,1,3.89
346,Gore,NZ,2020-06-15 13:56:24,-46.1,168.94,42.03,91,0,2.44
347,Itapetininga,BR,2020-06-15 13:53:22,-23.59,-48.05,63.81,83,95,9.91
348,Lata,PT,2020-06-15 13:47:51,40.16,-8.33,73.0,61,70,9.89
349,Geraldton,AU,2020-06-15 13:47:21,-28.77,114.6,53.6,81,0,5.82
350,Yumen,CN,2020-06-15 13:47:44,40.28,97.2,73.99,27,31,10.92
351,Porto Novo,BJ,2020-06-15 13:56:25,6.5,2.6,84.2,79,40,6.93
352,Margate,GB,2020-06-15 13:47:40,51.38,1.39,70.0,71,0,1.99
353,Tougue,GN,2020-06-15 13:56:25,11.47,-11.6,91.0,42,39,9.06
354,Santa Catalina,PH,2020-06-15 13:56:25,9.33,122.86,80.56,77,93,4.18
355,Los Llanos De Aridane,ES,2020-06-15 13:56:25,28.66,-17.92,78.8,65,20,4.7
356,Novoagansk,RU,2020-06-15 13:56:25,61.94,76.66,54.48,52,53,7.25
357,Svetlogorsk,BY,2020-06-15 13:56:25,52.63,29.73,76.23,79,88,9.15
358,Ponta Delgada,PT,2020-06-15 13:56:26,37.73,-25.67,64.4,72,40,9.17
359,Achutupo,PA,2020-06-15 13:56:26,9.2,-77.98,84.09,70,100,2.08
360,Tual,ID,2020-06-15 13:56:26,-5.67,132.75,81.19,84,83,22.91
361,Weyburn,CA,2020-06-15 13:56:26,49.67,-103.85,60.01,68,68,5.99
362,Pontal Do Parana,BR,2020-06-15 13:56:26,-25.65,-48.51,59.0,78,100,3.65
363,Batagay,RU,2020-06-15 13:56:26,67.63,134.63,62.92,48,37,6.93
364,Katobu,ID,2020-06-15 13:47:35,-4.94,122.53,75.36,93,1,3.83
365,Mantua,IT,2020-06-15 13:54:43,45.17,10.78,78.01,67,100,5.99
366,Yabrud,SY,2020-06-15 13:56:27,33.97,36.66,91.4,14,0,3.36
367,Camacupa,AO,2020-06-15 13:56:27,-12.02,17.48,77.09,24,0,5.41
368,Saint-Pierre,RE,2020-06-15 13:56:27,-21.34,55.48,73.4,73,20,21.92
369,Grindavik,IS,2020-06-15 13:47:59,63.84,-22.43,48.2,66,75,18.34
370,Pozarevac,RS,2020-06-15 13:56:27,44.62,21.18,75.0,78,40,3.36
371,Biak,ID,2020-06-15 13:56:27,-0.91,122.88,77.32,82,5,5.32
372,Havelock,US,2020-06-15 13:51:38,34.88,-76.9,68.0,88,90,12.75
373,Gisborne,NZ,2020-06-15 13:54:38,-38.65,178.0,44.01,85,7,5.01
374,Fereydun Kenar,IR,2020-06-15 13:56:28,36.69,52.52,96.8,20,0,9.17
375,Kapit,MY,2020-06-15 13:56:28,2.02,112.93,75.99,94,99,2.59
376,Ribeira Brava,PT,2020-06-15 13:56:28,32.65,-17.07,71.6,78,20,10.29
377,Upata,VE,2020-06-15 13:56:29,8.01,-62.4,82.99,77,61,1.99
378,Taicheng,CN,2020-06-15 13:56:29,38.73,113.23,66.27,41,91,1.07
379,Sudak,UA,2020-06-15 13:56:29,44.85,34.97,73.62,55,0,4.25
380,Soure,BR,2020-06-15 13:56:30,-0.72,-48.52,82.17,81,32,9.55
381,Birao,CF,2020-06-15 13:56:30,10.28,22.79,93.25,35,89,4.59
382,Chino Valley,US,2020-06-15 13:56:30,34.76,-112.45,57.99,34,1,5.82
383,Daru,PG,2020-06-15 13:56:30,-9.08,143.21,78.94,86,96,18.84
384,Filadelfia,US,2020-06-15 13:56:07,39.95,-75.16,70.0,55,75,12.75
385,Wattegama,LK,2020-06-15 13:56:31,6.8,81.48,87.8,66,20,10.29
386,Buribay,RU,2020-06-15 13:56:31,51.96,58.16,67.77,44,88,7.7
387,Atasu,KZ,2020-06-15 13:48:13,48.68,71.64,76.42,47,35,19.6
388,Ornskoldsvik,SE,2020-06-15 13:56:31,63.29,18.72,77.0,33,100,10.29
389,Ca Mau,VN,2020-06-15 13:52:46,9.18,105.15,80.71,85,100,2.24
390,Novoshcherbinovskaya,RU,2020-06-15 13:56:31,46.48,38.65,72.54,82,100,9.06
391,Torit,SS,2020-06-15 13:56:31,4.41,32.57,83.46,64,52,3.09
392,Yambio,SS,2020-06-15 13:56:31,4.57,28.4,79.47,87,100,2.66
393,Coahuayana,MX,2020-06-15 13:56:32,18.73,-103.68,71.6,83,5,1.81
394,Padre Bernardo,BR,2020-06-15 13:56:32,-15.35,-48.5,77.16,42,0,11.92
395,Rakiv Lis,UA,2020-06-15 13:56:32,51.62,24.92,71.4,67,66,6.91
396,Chapais,CA,2020-06-15 13:48:20,49.78,-74.85,59.0,47,90,6.93
397,Tagusao,PH,2020-06-15 13:56:32,9.19,117.81,81.82,82,94,10.31
398,Storm Lake,US,2020-06-15 13:56:32,42.64,-95.21,73.4,77,1,17.22
399,San Patricio,MX,2020-06-15 13:47:20,19.22,-104.7,73.4,94,40,5.82
400,Karratha,AU,2020-06-15 13:56:33,-20.74,116.85,74.52,35,0,10.98
401,Hokitika,NZ,2020-06-15 13:56:33,-42.72,170.97,57.81,95,100,11.95
402,Lethem,GY,2020-06-15 13:47:50,3.38,-59.8,84.56,69,36,4.45
403,Khilok,RU,2020-06-15 13:56:33,51.37,110.47,63.03,47,0,3.49
404,Mount Isa,AU,2020-06-15 13:56:33,-20.73,139.5,64.4,30,0,11.41
405,Salalah,OM,2020-06-15 13:47:54,17.02,54.09,87.8,84,75,13.87
406,Eidfjord,NO,2020-06-15 13:56:33,60.47,7.07,80.53,32,48,3.27
407,Gualaquiza,EC,2020-06-15 13:56:33,-3.4,-78.55,63.03,90,100,1.1
408,Montlucon,FR,2020-06-15 13:55:09,46.33,2.6,64.99,72,36,1.01
409,Aleksandrow Kujawski,PL,2020-06-15 13:56:34,52.88,18.69,73.0,52,20,4.7
410,Mporokoso,ZM,2020-06-15 13:56:34,-9.37,30.12,74.21,31,0,3.78
411,Batemans Bay,AU,2020-06-15 13:47:50,-35.72,150.18,48.0,90,0,5.01
412,Ternate,ID,2020-06-15 13:56:34,0.8,127.4,81.07,78,48,3.58
413,Chingirlau,KZ,2020-06-15 13:56:34,51.09,54.08,72.59,37,0,9.4
414,Swift Current,CA,2020-06-15 13:56:34,50.28,-107.8,51.8,57,75,19.46
415,Maceio,BR,2020-06-15 13:48:17,-9.67,-35.74,73.4,100,75,8.05
416,Puerto Penasco,MX,2020-06-15 13:56:35,31.32,-113.53,80.01,66,8,8.99
417,Khani,GE,2020-06-15 13:56:35,41.96,42.96,87.8,40,40,2.24
418,Benemerito De Las Americas,MX,2020-06-15 13:56:35,16.52,-90.64,76.44,85,63,1.12
419,Taltal,CL,2020-06-15 13:56:35,-25.4,-70.48,62.56,64,49,4.0
420,Cap Malheureux,MU,2020-06-15 13:56:35,-19.98,57.61,72.0,73,0,4.0
421,Jalu,LY,2020-06-15 13:47:53,29.03,21.55,110.08,7,0,16.98
422,Norman Wells,CA,2020-06-15 13:47:48,65.28,-126.83,55.4,54,75,5.82
423,La Ronge,CA,2020-06-15 13:56:36,55.1,-105.28,57.2,82,40,11.41
424,Guye,CN,2020-06-15 13:56:36,39.73,118.42,77.38,33,41,12.08
425,Labuhan,ID,2020-06-15 13:47:42,-6.88,112.21,81.21,85,23,9.24
426,Barrhead,GB,2020-06-15 13:56:37,55.8,-4.39,66.99,72,75,9.17
427,Yibin,CN,2020-06-15 13:56:37,28.77,104.62,84.51,68,100,4.43
428,Manzil Salim,TN,2020-06-15 13:56:37,35.86,8.48,80.6,14,0,6.93
429,Bac Lieu,VN,2020-06-15 13:52:55,9.29,105.72,84.07,77,100,4.74
430,Corinto,GR,2020-06-15 13:56:38,37.94,22.96,84.99,36,82,13.0
431,Kedrovyy,RU,2020-06-15 13:56:38,56.17,91.82,60.8,48,0,6.71
432,Erzincan,TR,2020-06-15 13:56:38,39.75,39.5,82.4,23,40,3.36
433,Okitipupa,NG,2020-06-15 13:56:38,6.5,4.78,85.68,69,51,7.27
434,Kathmandu,NP,2020-06-15 13:56:38,27.72,85.32,73.4,94,75,2.24
435,Ust-Maya,RU,2020-06-15 13:56:39,60.42,134.53,52.9,74,0,4.85
436,Wajima,JP,2020-06-15 13:56:39,37.4,136.9,68.41,87,37,16.22
437,Okhotsk,RU,2020-06-15 13:48:04,59.38,143.3,44.02,85,2,5.32
438,Talcahuano,CL,2020-06-15 13:56:39,-36.72,-73.12,51.8,81,90,14.99
439,Pacific Grove,US,2020-06-15 13:56:39,36.62,-121.92,57.2,87,1,7.54
440,Tucurui,BR,2020-06-15 13:56:39,-3.77,-49.67,85.33,65,9,6.15
441,Worthington,US,2020-06-15 13:55:54,40.09,-83.02,64.99,77,90,6.93
442,Pisco,PE,2020-06-15 13:56:40,-13.7,-76.22,64.0,82,90,5.82
443,Broken Hill,AU,2020-06-15 13:56:40,-31.95,141.43,53.6,54,0,6.93
444,Butembo,CD,2020-06-15 13:56:40,0.15,29.28,67.37,92,81,0.47
445,Katangli,RU,2020-06-15 13:48:22,51.71,143.23,38.93,94,100,3.89
446,Neiafu,TO,2020-06-15 13:56:40,-18.65,-173.98,73.4,83,40,10.29
447,Itarema,BR,2020-06-15 13:56:40,-2.92,-39.92,83.53,70,3,13.15
448,Uthal,PK,2020-06-15 13:45:55,25.81,66.62,91.53,53,63,11.95
449,Ambilobe,MG,2020-06-15 13:56:41,-13.2,49.05,77.45,61,99,2.71
450,Saint Anthony,US,2020-06-15 13:52:50,45.02,-93.22,66.0,42,1,17.22
451,Westport,US,2020-06-15 13:43:59,41.14,-73.36,66.99,59,1,12.75
452,Mogadishu,SO,2020-06-15 13:48:08,2.04,45.34,84.2,66,75,20.8
453,Buenos Aires,AR,2020-06-15 13:52:15,-34.61,-58.38,51.01,66,80,10.29
454,Mount Gambier,AU,2020-06-15 13:47:27,-37.83,140.77,53.6,93,40,10.29
455,San Isidro,PE,2020-06-15 13:56:41,-12.12,-77.05,64.4,77,90,5.82
456,Havoysund,NO,2020-06-15 13:56:42,71.0,24.66,44.6,70,75,28.86
457,Port Blair,IN,2020-06-15 13:47:57,11.67,92.75,83.75,80,100,11.59
458,Camargo,MX,2020-06-15 13:56:42,27.67,-105.17,72.52,30,3,7.7
459,Archena,ES,2020-06-15 13:56:42,38.12,-1.3,90.0,28,0,11.01
460,Padilla,CO,2020-06-15 13:56:42,3.22,-76.31,69.8,94,75,4.7
461,Bitung,ID,2020-06-15 13:56:42,1.45,125.18,75.2,94,20,1.12
462,Jalapa,MX,2020-06-15 13:56:42,19.53,-96.92,66.15,70,0,1.36
463,Flinders,AU,2020-06-15 13:47:27,-34.58,150.86,61.0,64,0,8.99
464,Alto Araguaia,BR,2020-06-15 13:56:43,-17.31,-53.22,77.72,48,0,14.12
465,Boa Vista,BR,2020-06-15 13:56:43,2.82,-60.67,77.0,83,75,9.17
466,Krasnoselkup,RU,2020-06-15 13:48:24,65.7,82.47,52.3,44,100,17.56
467,Astana,KZ,2020-06-15 13:56:43,51.18,71.45,59.0,41,75,17.9
468,Rosarito,MX,2020-06-15 13:56:43,32.33,-117.03,64.0,87,90,4.14
469,Marawi,PH,2020-06-15 13:47:33,8.0,124.29,75.99,92,100,3.0
470,Flin Flon,CA,2020-06-15 13:56:44,54.77,-101.86,62.6,82,90,3.36
471,San Policarpo,PH,2020-06-15 13:48:20,12.18,125.51,80.87,82,100,6.53
472,Ossora,RU,2020-06-15 13:56:44,59.24,163.07,46.6,75,18,0.96
473,Beringovskiy,RU,2020-06-15 13:56:44,63.05,179.32,40.23,91,78,7.83
474,Ngong,KE,2020-06-15 13:56:44,-1.36,36.66,66.2,72,90,8.05
475,Gilgit,PK,2020-06-15 13:56:44,35.92,74.31,78.66,20,28,2.57
476,Opuwo,NA,2020-06-15 13:56:44,-18.06,13.84,79.32,18,0,13.67
477,Suluq,LY,2020-06-15 13:56:45,31.67,20.25,85.6,40,0,18.37
478,Udachnyy,RU,2020-06-15 13:56:45,66.42,112.4,60.8,36,9,8.95
479,Antofagasta,CL,2020-06-15 13:43:31,-23.65,-70.4,60.8,72,90,4.7
480,Trairi,BR,2020-06-15 13:56:45,-3.28,-39.27,84.52,67,4,10.42
481,Doctor Arroyo,MX,2020-06-15 13:56:45,23.67,-100.18,61.74,74,39,2.89
482,Emerald,AU,2020-06-15 13:56:45,-23.53,148.17,60.8,72,0,10.29
483,Asfi,MA,2020-06-15 13:53:42,32.3,-9.24,75.96,59,53,24.29
484,Spas-Klepiki,RU,2020-06-15 13:56:45,55.13,40.18,72.54,55,11,8.25
485,Oranjemund,NA,2020-06-15 13:47:48,-28.55,16.43,68.02,24,0,11.9
486,Deputatskiy,RU,2020-06-15 13:48:19,69.3,139.9,58.06,53,36,3.71
487,Ahipara,NZ,2020-06-15 13:47:22,-35.17,173.17,54.52,83,100,7.25
488,Tessalit,ML,2020-06-15 13:47:27,20.2,1.01,112.93,6,0,18.5
489,Tulle,FR,2020-06-15 13:56:46,45.33,1.83,71.01,77,34,3.0
490,Abeche,TD,2020-06-15 13:56:46,13.83,20.83,98.6,14,57,1.72
491,Caloundra,AU,2020-06-15 13:56:46,-26.8,153.13,64.0,91,35,1.99
492,Uyuni,BO,2020-06-15 13:56:47,-20.46,-66.83,47.43,50,0,8.28
493,Muravlenko,RU,2020-06-15 13:56:47,63.79,74.52,57.16,46,12,10.54
494,Oistins,BB,2020-06-15 13:56:47,13.07,-59.53,86.0,66,40,20.8
495,Cockburn Town,TC,2020-06-15 13:47:29,21.46,-71.14,82.49,78,34,15.05
496,Rebrikha,RU,2020-06-15 13:56:47,53.07,82.34,55.81,67,7,5.57
497,Bubaque,GW,2020-06-15 13:56:47,11.28,-15.83,81.25,78,14,5.28
498,Sarangani,PH,2020-06-15 13:56:48,5.4,125.46,84.04,75,89,10.65
499,Springbok,ZA,2020-06-15 13:56:48,-29.66,17.89,61.14,31,0,11.63
500,Muros,ES,2020-06-15 13:56:48,42.78,-9.06,64.99,73,100,11.99
501,Nemuro,JP,2020-06-15 13:48:16,43.32,145.57,53.55,95,94,12.73
502,Barillas,GT,2020-06-15 13:56:48,15.8,-91.32,65.7,83,65,2.53
503,Ulaanbaatar,MN,2020-06-15 13:56:48,47.91,106.88,73.4,16,20,3.85
504,Serenje,ZM,2020-06-15 13:56:48,-13.23,30.24,65.64,49,20,9.89
505,Beisfjord,NO,2020-06-15 13:56:48,68.38,17.6,53.6,66,75,10.29
506,Nipawin,CA,2020-06-15 13:47:48,53.37,-104.0,57.2,93,1,5.82
507,Cabras,IT,2020-06-15 13:56:49,39.93,8.53,70.0,56,0,15.01
508,Pringsewu,ID,2020-06-15 13:56:49,-5.36,104.97,75.52,92,88,0.63
509,Semenivka,UA,2020-06-15 13:56:49,52.18,32.58,75.09,78,91,9.55
510,Dordrecht,NL,2020-06-15 13:52:25,51.81,4.67,78.01,53,94,3.0
511,Maralal,KE,2020-06-15 13:56:49,1.1,36.7,67.35,70,83,5.21
512,Xingyi,CN,2020-06-15 13:48:11,24.19,102.82,64.45,94,90,3.78
513,Zhangjiakou,CN,2020-06-15 13:56:49,40.81,114.88,75.38,21,1,4.09
514,Boden,SE,2020-06-15 13:56:50,65.83,21.69,69.8,52,79,11.41
515,Kunming,CN,2020-06-15 13:56:50,25.04,102.72,75.0,77,75,11.18
516,Omboue,GA,2020-06-15 13:48:07,-1.57,9.26,78.76,78,66,10.04
517,Aksha,RU,2020-06-15 13:56:50,50.28,113.29,62.56,61,18,3.47
518,Mathathane,BW,2020-06-15 13:56:50,-22.27,28.75,72.0,31,0,6.29
519,Pitsunda,GE,2020-06-15 13:56:50,43.16,40.34,78.8,57,20,8.95
520,Kez,RU,2020-06-15 13:56:50,57.9,53.72,69.12,57,49,6.49
521,Behbahan,IR,2020-06-15 13:56:51,30.6,50.24,116.6,4,0,19.46
522,Skjervoy,NO,2020-06-15 13:56:51,70.03,20.97,50.0,66,75,19.46
523,Norfolk,US,2020-06-15 13:56:52,42.17,-71.25,64.99,63,40,9.17
524,Maposeni,TZ,2020-06-15 13:56:52,-10.58,35.4,73.4,46,40,13.87
525,Kahului,US,2020-06-15 13:48:08,20.89,-156.47,77.0,65,90,11.41
526,Fontem,CM,2020-06-15 13:56:52,5.47,9.88,81.61,67,24,2.04
527,Valparaiso,CL,2020-06-15 13:53:10,-33.04,-71.63,53.6,87,90,11.41
528,Hervey Bay,AU,2020-06-15 13:47:22,-25.3,152.85,66.0,92,11,5.01
529,Tecoanapa,MX,2020-06-15 13:56:53,16.52,-98.75,82.98,70,0,2.64
530,Unity,CA,2020-06-15 13:56:53,52.45,-109.17,55.0,70,35,13.0
531,Llangefni,GB,2020-06-15 13:55:19,53.26,-4.31,59.0,82,75,5.82
532,Xingcheng,CN,2020-06-15 13:56:53,40.62,120.72,70.61,47,0,3.87
533,Thiruvananthapuram,IN,2020-06-15 13:56:53,8.48,76.92,86.0,74,20,6.93
534,Punuare,HN,2020-06-15 13:56:53,14.73,-85.97,79.23,78,51,0.31
535,Vangaindrano,MG,2020-06-15 13:56:53,-23.35,47.6,68.0,64,80,3.09
536,Porto Belo,BR,2020-06-15 13:56:54,-27.16,-48.55,64.99,77,75,9.17
537,Yerbogachen,RU,2020-06-15 13:56:54,61.28,108.01,55.54,59,47,4.88
538,Urumqi,CN,2020-06-15 13:56:54,43.8,87.6,86.0,19,20,2.24
539,Port Moresby,PG,2020-06-15 13:55:18,-9.44,147.18,80.6,88,40,17.22
540,Kidal,ML,2020-06-15 13:56:54,18.44,1.41,115.7,5,9,20.78
541,Ndele,CF,2020-06-15 13:56:54,8.41,20.65,87.51,53,4,2.71
542,Komsomolsk-Na-Amure,RU,2020-06-15 13:56:54,50.55,137.02,50.99,81,100,5.73
543,Nouadhibou,MR,2020-06-15 13:47:39,20.93,-17.03,98.6,22,4,20.8
544,Guaruja,BR,2020-06-15 13:55:30,-23.99,-46.26,66.2,93,90,3.36
545,Taksimo,RU,2020-06-15 13:56:55,56.34,114.88,60.75,72,1,0.45
546,Carauari,BR,2020-06-15 13:56:55,-4.88,-66.9,81.32,78,12,4.12
547,Morondava,MG,2020-06-15 13:47:45,-20.28,44.28,75.11,61,0,9.71
548,Diffa,NE,2020-06-15 13:56:55,13.32,12.61,108.68,16,0,8.48
549,Honiara,SB,2020-06-15 13:45:26,-9.43,159.95,75.2,100,20,8.16
550,Talnakh,RU,2020-06-15 13:47:12,69.49,88.4,50.0,45,21,15.66
551,Gornopravdinsk,RU,2020-06-15 13:56:56,60.05,69.9,63.05,52,39,3.22
552,Quatre Cocos,MU,2020-06-15 13:47:16,-20.21,57.76,73.4,73,40,12.75
553,Avera,US,2020-06-15 13:47:53,33.19,-82.53,69.8,94,90,9.17
554,Lexington,US,2020-06-15 13:56:56,37.99,-84.48,66.0,72,1,10.29
555,Simao,CN,2020-06-15 13:56:56,22.79,100.97,67.98,95,100,2.8
556,Terrace Bay,CA,2020-06-15 13:56:56,48.78,-87.1,59.0,38,20,8.05
557,Zaraza,VE,2020-06-15 13:56:56,9.35,-65.32,84.74,68,100,5.32
558,Kandrian,PG,2020-06-15 13:48:15,-6.22,149.55,78.6,86,46,5.3
559,Sur,OM,2020-06-15 13:48:22,22.57,59.53,96.24,47,69,5.91
560,Hinton,CA,2020-06-15 13:56:57,53.4,-117.59,48.25,60,49,8.75
561,Mormugao,IN,2020-06-15 13:56:57,15.4,73.8,84.2,89,75,5.82
562,Whitehorse,CA,2020-06-15 13:52:35,60.72,-135.05,48.2,93,90,2.24
563,Xam Nua,LA,2020-06-15 13:56:57,20.42,104.04,69.6,91,97,2.28
564,Kyren,RU,2020-06-15 13:48:16,51.68,102.14,63.16,65,55,5.01
565,Manacapuru,BR,2020-06-15 13:54:29,-3.3,-60.62,84.2,79,40,2.24
566,Gold Coast,AU,2020-06-15 13:53:37,-28.0,153.43,66.0,77,40,8.05
567,Andenes,NO,2020-06-15 13:48:16,69.31,16.12,46.4,75,75,10.29
568,Champerico,GT,2020-06-15 13:56:58,14.3,-91.92,75.2,88,20,2.86
569,Berehove,UA,2020-06-15 13:56:58,48.21,22.64,71.6,78,75,4.47
570,Minab,IR,2020-06-15 13:56:58,27.15,57.08,96.8,63,23,11.41
571,Codrington,AU,2020-06-15 13:48:09,-38.27,141.97,54.55,84,100,13.33
572,Alvorada,BR,2020-06-15 13:56:59,-12.48,-49.12,84.7,42,40,12.33
573,Ust-Tarka,RU,2020-06-15 13:56:59,55.57,75.7,58.42,77,12,5.23
574,Mmabatho,ZA,2020-06-15 13:56:59,-25.85,25.63,66.2,19,0,2.24
575,Torrington,US,2020-06-15 13:56:30,41.8,-73.12,66.0,67,1,1.99
576,Rapid Valley,US,2020-06-15 13:56:59,44.06,-103.15,68.0,55,1,16.11
577,Kortkeros,RU,2020-06-15 13:56:59,61.81,51.58,77.0,36,20,6.71
578,Yenagoa,NG,2020-06-15 13:57:00,4.92,6.26,86.86,69,63,6.42
579,Thanesar,IN,2020-06-15 13:57:00,29.98,76.82,104.47,8,0,8.3
580,Tautira,PF,2020-06-15 13:48:02,-17.73,-149.15,77.0,83,20,3.36
581,Inuvik,CA,2020-06-15 13:57:00,68.35,-133.72,55.4,76,75,11.41
582,Koslan,RU,2020-06-15 13:57:00,63.46,48.9,75.29,43,74,7.54
583,Plettenberg Bay,ZA,2020-06-15 13:57:00,-34.05,23.37,59.02,71,92,2.95
584,San Rafael,AR,2020-06-15 13:57:00,-34.62,-68.33,51.71,42,3,7.96
585,Ciudad Bolivar,VE,2020-06-15 13:55:43,8.12,-63.55,87.94,55,70,7.72
586,Asau,RO,2020-06-15 13:47:47,46.43,26.4,73.99,64,21,5.93
587,Sorland,NO,2020-06-15 13:48:21,67.67,12.69,50.0,76,75,9.17
588,Churapcha,RU,2020-06-15 13:57:01,62.0,132.43,54.86,71,0,4.68
589,Haines Junction,CA,2020-06-15 13:47:35,60.75,-137.51,46.85,77,29,1.45
590,Husavik,IS,2020-06-15 13:47:38,66.04,-17.34,53.6,76,75,34.45
591,Port Keats,AU,2020-06-15 13:57:01,-14.25,129.55,76.37,48,0,8.3
592,Nalut,LY,2020-06-15 13:57:01,30.33,10.85,93.11,13,0,15.01
593,Namtsy,RU,2020-06-15 13:57:02,62.72,129.67,60.8,82,0,2.24
