City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (in),Snow (in)
243,Baghdogra,IN,2020-06-16 13:35:33,26.7,88.32,81.28,82,100,4.76,moderate rain,1.49,0
244,Gari,RU,2020-06-16 13:35:33,59.43,62.35,75.07,53,35,7.85,scattered clouds,0.0,0
245,Yambio,SS,2020-06-16 13:27:01,4.57,28.4,78.67,87,100,1.72,moderate rain,1.33,0
246,Hays,US,2020-06-16 13:35:34,30.05,-98.03,77.0,89,79,7.67,broken clouds,0.0,0
247,Khandyga,RU,2020-06-16 13:27:26,62.67,135.6,59.23,67,0,2.55,clear sky,0.0,0
248,Sakaiminato,JP,2020-06-16 13:35:34,35.55,133.23,68.0,88,75,8.05,broken clouds,0.0,0
249,Bend,US,2020-06-16 13:24:25,44.06,-121.32,42.01,83,96,5.35,overcast clouds,0.0,0
250,Udachnyy,RU,2020-06-16 13:35:34,66.42,112.4,53.6,58,75,2.24,broken clouds,0.0,0
251,Codrington,AU,2020-06-16 13:26:51,-38.27,141.97,49.84,76,37,8.32,scattered clouds,0.0,0
252,Ledyard,US,2020-06-16 13:35:34,41.44,-72.01,69.8,59,1,6.93,clear sky,0.0,0
253,Verkhnyaya Toyma,RU,2020-06-16 13:35:35,62.23,45.0,69.49,63,90,11.48,light rain,0.18,0
254,Benjamin Constant,BR,2020-06-16 13:35:35,-4.38,-70.03,77.0,88,75,6.93,broken clouds,0.0,0
255,Sydney,AU,2020-06-16 13:32:31,-33.87,151.21,57.2,62,0,8.05,clear sky,0.0,0
256,Nosy Varika,MG,2020-06-16 13:35:35,-20.58,48.53,70.7,82,42,6.38,light rain,0.37,0
257,Itarema,BR,2020-06-16 13:26:46,-2.92,-39.92,82.69,73,53,14.54,broken clouds,0.0,0
258,Margate,GB,2020-06-16 13:35:35,51.38,1.39,73.99,74,38,4.0,scattered clouds,0.0,0
259,Nanakuli,US,2020-06-16 13:22:23,21.39,-158.15,75.0,83,40,4.7,scattered clouds,0.0,0
260,Hambantota,LK,2020-06-16 13:26:57,6.12,81.12,84.2,83,40,14.99,scattered clouds,0.0,0
261,Macaparana,BR,2020-06-16 13:35:36,-7.55,-35.45,71.6,94,90,16.11,mist,0.0,0
262,Sitka,US,2020-06-16 13:26:24,57.05,-135.33,51.8,87,90,6.93,overcast clouds,0.0,0
263,Corsicana,US,2020-06-16 13:34:24,32.1,-96.47,79.0,83,1,4.7,clear sky,0.0,0
264,Pristen,RU,2020-06-16 13:35:36,51.24,36.7,84.2,23,0,15.66,clear sky,0.0,0
265,Omboue,GA,2020-06-16 13:35:36,-1.57,9.26,77.81,80,83,8.25,broken clouds,0.0,0
266,Atar,MR,2020-06-16 13:26:35,20.52,-13.05,109.42,11,1,26.62,clear sky,0.0,0
267,Mehriz,IR,2020-06-16 13:35:36,31.59,54.43,100.4,8,20,6.93,few clouds,0.0,0
268,Qaqortoq,GL,2020-06-16 13:34:21,60.72,-46.03,41.0,86,90,5.82,light intensity drizzle,0.0,0
269,Lerma,ES,2020-06-16 13:35:37,42.03,-3.76,59.0,72,75,14.99,light rain,0.0,0
270,Shatrovo,RU,2020-06-16 13:35:37,56.52,64.63,71.87,63,10,7.11,clear sky,0.0,0
271,Chara,RU,2020-06-16 13:35:37,56.91,118.26,59.2,69,54,2.26,light rain,0.24,0
272,Acarau,BR,2020-06-16 13:35:37,-2.89,-40.12,83.52,71,16,13.91,few clouds,0.0,0
273,Pontianak,ID,2020-06-16 13:35:37,-0.03,109.33,80.37,83,80,3.53,broken clouds,0.0,0
274,Labuhan,ID,2020-06-16 13:26:23,-6.88,112.21,81.1,80,0,7.67,clear sky,0.0,0
275,Ilhabela,BR,2020-06-16 13:35:37,-23.78,-45.36,71.76,77,19,8.23,few clouds,0.0,0
276,Samdrup Jongkhar,BT,2020-06-16 13:35:37,26.92,91.62,75.6,82,92,1.88,light rain,0.53,0
277,Clyde River,CA,2020-06-16 13:26:20,70.47,-68.59,33.8,80,90,11.41,overcast clouds,0.0,0
278,Ishinomaki,JP,2020-06-16 13:35:38,38.42,141.3,71.6,53,40,4.7,scattered clouds,0.0,0
279,Kahului,US,2020-06-16 13:24:03,20.89,-156.47,75.2,78,90,12.75,light rain,0.0,0
280,Bethel,US,2020-06-16 13:26:38,41.37,-73.41,66.2,63,1,4.7,clear sky,0.0,0
281,Kaitangata,NZ,2020-06-16 13:26:45,-46.28,169.85,57.99,54,100,4.72,overcast clouds,0.0,0
282,Pout,SN,2020-06-16 13:35:38,14.77,-17.06,89.6,59,0,8.05,clear sky,0.0,0
283,Griffith,US,2020-06-16 13:35:38,41.53,-87.42,75.0,72,1,6.8,clear sky,0.0,0
284,Provideniya,RU,2020-06-16 13:26:17,64.38,-173.3,52.23,60,96,1.68,overcast clouds,0.0,0
285,Nome,US,2020-06-16 13:26:59,64.5,-165.41,48.99,87,1,3.36,clear sky,0.0,0
286,Bat Khela,PK,2020-06-16 13:35:39,34.62,71.97,92.8,17,0,1.5,clear sky,0.0,0
287,Basco,PH,2020-06-16 13:35:39,20.45,121.97,84.33,77,100,8.63,overcast clouds,0.0,0
288,Ginda,IN,2020-06-16 13:35:39,30.69,78.49,75.02,36,75,1.23,broken clouds,0.0,0
289,Petropavlovsk-Kamchatskiy,RU,2020-06-16 13:35:39,53.05,158.65,41.0,100,90,6.71,overcast clouds,0.0,0
290,Zilair,RU,2020-06-16 13:35:39,52.23,57.44,67.28,61,49,2.53,scattered clouds,0.0,0
291,Vilhena,BR,2020-06-16 13:35:39,-12.74,-60.15,75.2,73,0,9.17,clear sky,0.0,0
292,Aloleng,PH,2020-06-16 13:35:40,16.13,119.78,84.45,75,1,4.68,clear sky,0.0,0
293,Dibombari,CM,2020-06-16 13:35:40,4.18,9.66,86.0,66,75,2.24,broken clouds,0.0,0
294,Lata,PT,2020-06-16 13:26:16,40.16,-8.33,77.0,57,14,8.59,light rain,0.83,0
295,Port Hardy,CA,2020-06-16 13:27:21,50.7,-127.42,46.4,93,40,3.36,scattered clouds,0.0,0
296,Prince Rupert,CA,2020-06-16 13:35:40,54.32,-130.32,51.8,87,90,4.7,overcast clouds,0.0,0
297,Mount Isa,AU,2020-06-16 13:23:06,-20.73,139.5,68.0,30,0,12.75,clear sky,0.0,0
298,Ploemeur,FR,2020-06-16 13:35:40,47.73,-3.43,66.99,72,97,12.75,overcast clouds,0.0,0
299,Irricana,CA,2020-06-16 13:35:41,51.32,-113.6,55.0,50,90,1.01,overcast clouds,0.0,0
300,Richards Bay,ZA,2020-06-16 13:35:41,-28.78,32.04,65.97,63,67,9.86,light rain,0.36,0
301,Beloslav,BG,2020-06-16 13:35:41,43.18,27.7,69.8,83,75,12.75,broken clouds,0.0,0
302,Ixtapa,MX,2020-06-16 13:35:41,20.7,-105.2,78.01,78,20,1.39,few clouds,0.0,0
303,Padang,ID,2020-06-16 13:23:13,-0.95,100.35,81.21,77,99,5.26,light rain,0.68,0
304,Bengkulu,ID,2020-06-16 13:26:58,-3.8,102.27,79.59,86,100,6.76,light rain,0.28,0
305,Texarkana,US,2020-06-16 13:32:23,33.43,-94.05,77.0,83,1,3.36,clear sky,0.0,0
306,Berlevag,NO,2020-06-16 13:27:02,70.86,29.09,46.4,65,75,21.92,broken clouds,0.0,0
307,Merauke,ID,2020-06-16 13:35:42,-8.47,140.33,78.58,82,94,18.75,overcast clouds,0.0,0
308,Quimperle,FR,2020-06-16 13:35:42,47.87,-3.55,66.99,72,9,12.75,light rain,0.11,0
309,Lima,PE,2020-06-16 13:34:59,-12.04,-77.03,64.4,77,90,6.93,overcast clouds,0.0,0
310,Saldanha,ZA,2020-06-16 13:35:42,-33.01,17.94,71.6,46,0,3.36,clear sky,0.0,0
311,Tuktoyaktuk,CA,2020-06-16 13:26:11,69.45,-133.04,51.8,66,75,12.75,broken clouds,0.0,0
312,Dingolfing,DE,2020-06-16 13:35:43,48.63,12.5,69.01,83,100,3.94,overcast clouds,0.0,0
313,Umm Lajj,SA,2020-06-16 13:35:43,25.02,37.27,86.83,52,0,10.65,clear sky,0.0,0
314,Bonthe,SL,2020-06-16 13:26:34,7.53,-12.51,85.44,72,90,6.46,light rain,0.76,0
315,Astoria,US,2020-06-16 13:35:43,46.19,-123.83,51.8,93,90,4.7,light rain,0.89,0
316,Warri,NG,2020-06-16 13:35:43,5.52,5.75,83.19,80,100,8.59,moderate rain,2.18,0
317,Matara,LK,2020-06-16 13:27:27,5.95,80.54,81.25,87,81,8.7,broken clouds,0.0,0
318,Angoche,MZ,2020-06-16 13:26:56,-16.23,39.91,71.47,83,100,12.15,moderate rain,1.08,0
319,Acapulco,MX,2020-06-16 13:32:13,16.86,-99.89,80.6,83,40,1.45,scattered clouds,0.0,0
320,Port-Gentil,GA,2020-06-16 13:35:44,-0.72,8.78,80.6,78,40,12.75,scattered clouds,0.0,0
321,Khatanga,RU,2020-06-16 13:26:33,71.97,102.5,57.04,37,100,6.62,overcast clouds,0.0,0
322,Ambilobe,MG,2020-06-16 13:35:44,-13.2,49.05,77.38,52,89,6.42,overcast clouds,0.0,0
323,Salto,UY,2020-06-16 13:35:44,-31.38,-57.97,66.2,82,0,8.05,clear sky,0.0,0
324,Sunam,IN,2020-06-16 13:35:44,30.13,75.8,106.09,7,0,5.28,clear sky,0.0,0
325,Acari,PE,2020-06-16 13:35:44,-15.43,-74.62,68.56,51,50,3.87,scattered clouds,0.0,0
326,Evensk,RU,2020-06-16 13:27:22,61.95,159.23,52.38,62,100,3.33,overcast clouds,0.0,0
327,Aruppukkottai,IN,2020-06-16 13:35:44,9.52,78.1,93.2,44,40,18.34,scattered clouds,0.0,0
328,Vila Velha,BR,2020-06-16 13:21:37,-20.33,-40.29,75.2,78,75,14.99,broken clouds,0.0,0
329,Ishigaki,JP,2020-06-16 13:35:45,24.34,124.16,83.66,84,51,14.18,broken clouds,0.0,0
330,Shache,CN,2020-06-16 13:34:33,38.42,77.24,84.02,14,100,8.81,overcast clouds,0.0,0
331,Axim,GH,2020-06-16 13:35:45,4.87,-2.24,81.68,78,69,11.14,broken clouds,0.0,0
332,Malpe,IN,2020-06-16 13:35:45,13.35,74.72,77.0,94,75,3.36,mist,0.0,0
333,General Pico,AR,2020-06-16 13:35:45,-35.66,-63.76,51.49,76,90,5.48,overcast clouds,0.0,0
334,Santa Fe,AR,2020-06-16 13:35:46,-31.63,-60.7,72.0,77,18,11.01,few clouds,0.0,0
335,Kidal,ML,2020-06-16 13:35:46,18.44,1.41,114.46,5,0,14.18,clear sky,0.0,0
336,Morondava,MG,2020-06-16 13:35:46,-20.28,44.28,76.03,65,0,12.62,clear sky,0.0,0
337,Kuryk,KZ,2020-06-16 13:35:46,43.2,51.65,92.7,16,28,22.66,scattered clouds,0.0,0
338,Caala,AO,2020-06-16 13:35:46,-12.85,15.56,71.6,40,0,3.8,clear sky,0.0,0
339,Mtwara,TZ,2020-06-16 13:35:46,-10.27,40.18,82.49,51,17,12.97,few clouds,0.0,0
340,Kavieng,PG,2020-06-16 13:23:04,-2.57,150.8,83.55,71,87,9.84,overcast clouds,0.0,0
341,Roald,NO,2020-06-16 13:26:38,62.58,6.13,70.0,82,32,12.75,shower rain,0.0,0
342,Vestmanna,FO,2020-06-16 13:27:11,62.16,-7.17,51.8,93,100,4.7,mist,0.0,0
343,Jining,CN,2020-06-16 13:35:47,35.41,116.58,69.71,65,100,6.67,light rain,0.14,0
344,Manuk Mangkaw,PH,2020-06-16 13:35:47,4.8,119.85,84.72,69,49,5.1,scattered clouds,0.0,0
345,Luderitz,NA,2020-06-16 13:35:47,-26.65,15.16,89.6,6,0,14.99,clear sky,0.0,0
346,Maldonado,UY,2020-06-16 13:35:47,-34.67,-54.92,60.01,95,100,10.6,overcast clouds,0.0,0
347,Bambanglipuro,ID,2020-06-16 13:35:47,-7.95,110.28,78.37,88,28,8.77,light rain,0.19,0
348,Maroantsetra,MG,2020-06-16 13:35:47,-15.43,49.73,72.45,82,72,8.93,light rain,0.33,0
349,Piacabucu,BR,2020-06-16 13:35:47,-10.41,-36.43,81.48,67,4,13.13,clear sky,0.0,0
350,Tunceli,TR,2020-06-16 13:35:48,39.11,39.55,91.4,22,40,3.36,scattered clouds,0.0,0
351,Qasigiannguit,GL,2020-06-16 13:35:48,68.82,-51.19,42.8,38,20,4.7,few clouds,0.0,0
352,Asosa,ET,2020-06-16 13:35:48,10.07,34.53,72.0,89,93,3.4,light rain,0.62,0
353,Daru,PG,2020-06-16 13:26:30,-9.08,143.21,78.31,83,100,20.04,overcast clouds,0.0,0
354,Hamilton,US,2020-06-16 13:26:52,39.18,-84.53,68.0,72,1,3.2,clear sky,0.0,0
355,Grajau,BR,2020-06-16 13:35:48,-5.82,-46.14,84.47,56,0,10.51,clear sky,0.0,0
356,Strezhevoy,RU,2020-06-16 13:26:35,60.73,77.59,69.8,56,100,8.95,overcast clouds,0.0,0
357,Jalingo,NG,2020-06-16 13:35:48,8.88,11.37,95.72,44,91,5.1,overcast clouds,0.0,0
358,Rio Claro,BR,2020-06-16 13:35:49,-22.41,-47.56,66.2,72,0,3.36,clear sky,0.0,0
359,Kremenki,RU,2020-06-16 13:35:49,54.88,37.13,82.4,37,0,13.42,clear sky,0.0,0
360,Ambikapur,IN,2020-06-16 13:35:49,23.12,83.2,79.74,82,100,1.61,moderate rain,1.74,0
361,Kaohsiung,TW,2020-06-16 13:35:49,22.62,120.31,84.99,70,20,5.82,few clouds,0.0,0
362,Volzhsk,RU,2020-06-16 13:35:49,55.87,48.36,75.2,40,36,11.18,light rain,0.15,0
363,Azanka,RU,2020-06-16 13:35:49,58.04,64.79,74.17,56,10,4.36,clear sky,0.0,0
364,Port Blair,IN,2020-06-16 13:26:22,11.67,92.75,83.66,79,100,16.71,light rain,0.67,0
365,Kjollefjord,NO,2020-06-16 13:26:27,70.95,27.35,46.4,71,75,20.8,broken clouds,0.0,0
366,Kalengwa,ZM,2020-06-16 13:35:50,-13.47,25.0,75.02,34,0,7.72,clear sky,0.0,0
367,Waddan,LY,2020-06-16 13:27:00,29.16,16.14,89.74,17,0,14.56,clear sky,0.0,0
368,Brownfield,US,2020-06-16 13:33:04,33.18,-102.27,72.0,70,0,3.0,clear sky,0.0,0
369,Buala,SB,2020-06-16 13:35:50,-8.14,159.59,80.53,81,100,3.67,moderate rain,1.06,0
370,Aplahoue,BJ,2020-06-16 13:35:50,6.93,1.68,91.06,58,61,7.54,broken clouds,0.0,0
371,Whitehorse,CA,2020-06-16 13:33:36,60.72,-135.05,50.0,93,90,6.93,light rain,0.0,0
372,San Cristobal,VE,2020-06-16 13:35:50,7.77,-72.22,84.2,54,20,4.7,few clouds,0.0,0
373,Fort-Shevchenko,KZ,2020-06-16 13:35:50,44.51,50.26,88.56,26,88,22.15,overcast clouds,0.0,0
374,Sabang,ID,2020-06-16 13:27:23,5.89,95.32,83.43,69,100,14.07,overcast clouds,0.0,0
375,Wanlaweyn,SO,2020-06-16 13:35:51,2.62,44.89,84.94,55,85,21.12,overcast clouds,0.0,0
376,Lakewood,US,2020-06-16 13:35:51,39.7,-105.08,73.0,30,10,3.0,clear sky,0.0,0
377,Gamba,GA,2020-06-16 13:35:51,-2.65,10.0,76.95,79,88,7.02,overcast clouds,0.0,0
378,Yulara,AU,2020-06-16 13:35:51,-25.24,130.99,50.0,31,0,8.05,clear sky,0.0,0
379,Bandar-E Anzali,IR,2020-06-16 13:34:19,37.47,49.46,89.6,38,20,6.93,few clouds,0.0,0
380,Blackwater,AU,2020-06-16 13:35:52,-23.58,148.88,59.83,64,29,10.42,scattered clouds,0.0,0
381,Nador,MA,2020-06-16 13:34:15,35.17,-2.93,84.2,36,33,18.34,scattered clouds,0.0,0
382,Dalby,AU,2020-06-16 13:35:52,-27.18,151.27,53.01,83,28,8.7,scattered clouds,0.0,0
383,Akyab,MM,2020-06-16 13:35:52,20.15,92.9,83.59,83,100,16.02,moderate rain,2.31,0
384,Bukama,CD,2020-06-16 13:26:19,-9.2,25.85,90.72,20,0,4.54,clear sky,0.0,0
385,Jamame,SO,2020-06-16 13:35:52,0.07,42.75,81.95,60,5,19.19,clear sky,0.0,0
386,Safranbolu,TR,2020-06-16 13:35:52,41.25,32.69,78.8,69,40,11.41,scattered clouds,0.0,0
387,Ranfurly,NZ,2020-06-16 13:35:52,-45.13,170.1,52.0,60,100,5.61,overcast clouds,0.0,0
388,Lasa,IT,2020-06-16 13:26:21,46.62,10.7,68.0,59,75,8.05,broken clouds,0.0,0
389,Lagos,NG,2020-06-16 13:35:53,6.58,3.75,87.8,74,75,6.93,broken clouds,0.0,0
390,Darnah,LY,2020-06-16 13:35:53,32.77,22.64,73.83,65,0,21.45,clear sky,0.0,0
391,Coruripe,BR,2020-06-16 13:27:07,-10.13,-36.18,80.15,74,49,14.07,scattered clouds,0.0,0
392,Zlate Moravce,SK,2020-06-16 13:35:53,48.39,18.4,68.0,82,75,18.34,broken clouds,0.0,0
393,Bartlesville,US,2020-06-16 13:33:41,36.75,-95.98,77.0,78,1,6.93,clear sky,0.0,0
394,Seoul,KR,2020-06-16 13:33:43,37.57,126.98,75.2,83,26,4.7,scattered clouds,0.0,0
395,Kemijarvi,FI,2020-06-16 13:35:54,66.71,27.43,62.19,33,63,5.06,broken clouds,0.0,0
396,Naze,JP,2020-06-16 13:27:14,28.37,129.48,75.2,100,75,6.93,light rain,0.0,0
397,Kabinda,CD,2020-06-16 13:35:54,-6.13,24.48,88.99,18,0,4.92,clear sky,0.0,0
398,Havoysund,NO,2020-06-16 13:35:54,71.0,24.66,42.8,75,75,23.04,light rain,0.0,0
399,Luanda,AO,2020-06-16 13:32:31,-8.84,13.23,78.8,74,20,6.93,few clouds,0.0,0
400,Lorengau,PG,2020-06-16 13:26:45,-2.02,147.27,82.71,75,88,8.08,overcast clouds,0.0,0
401,Tchollire,CM,2020-06-16 13:35:55,8.4,14.17,97.84,38,24,1.03,few clouds,0.0,0
402,Komsomolskiy,UZ,2020-06-16 13:27:09,40.43,71.72,93.2,13,3,4.7,clear sky,0.0,0
403,Castro,BR,2020-06-16 13:26:31,-24.79,-50.01,58.55,86,94,8.28,overcast clouds,0.0,0
404,Benghazi,LY,2020-06-16 13:35:55,32.12,20.07,75.22,63,0,13.24,clear sky,0.0,0
405,Jiuquan,CN,2020-06-16 13:35:55,39.74,98.52,74.52,27,99,19.24,overcast clouds,0.0,0
406,Coihaique,CL,2020-06-16 13:25:25,-45.58,-72.07,33.8,86,75,3.36,mist,0.0,0
407,Kurchum,KZ,2020-06-16 13:35:56,48.57,83.65,75.33,50,70,5.68,broken clouds,0.0,0
408,Kaeo,NZ,2020-06-16 13:35:56,-35.1,173.78,59.0,3,4,5.01,clear sky,0.0,0
409,Taoudenni,ML,2020-06-16 13:26:08,22.68,-3.98,113.59,5,0,19.46,clear sky,0.0,0
410,Bileca,BA,2020-06-16 13:35:56,42.87,18.43,68.0,72,20,5.82,few clouds,0.0,0
411,Tromso,NO,2020-06-16 13:35:56,69.65,18.96,51.8,53,20,6.93,few clouds,0.0,0
412,Tazovskiy,RU,2020-06-16 13:35:56,67.47,78.7,43.75,60,43,16.6,scattered clouds,0.0,0
413,Henties Bay,NA,2020-06-16 13:26:39,-22.12,14.28,84.0,24,0,5.01,clear sky,0.0,0
414,Samandag,TR,2020-06-16 13:35:56,36.08,35.98,84.2,42,0,21.92,clear sky,0.0,0
415,Batemans Bay,AU,2020-06-16 13:26:08,-35.72,150.18,44.01,98,0,6.22,clear sky,0.0,0
416,Banjar,ID,2020-06-16 13:35:57,-8.19,114.97,82.4,94,20,11.41,few clouds,0.0,0
417,Salalah,OM,2020-06-16 13:26:06,17.02,54.09,87.8,84,20,10.29,few clouds,0.0,0
418,Tawang,IN,2020-06-16 13:35:57,27.58,91.87,59.43,80,88,1.05,light rain,0.41,0
419,Harbin,CN,2020-06-16 13:35:39,45.75,126.65,73.4,60,83,8.95,broken clouds,0.0,0
420,Vila Do Maio,CV,2020-06-16 13:35:57,15.13,-23.22,86.0,66,20,5.82,few clouds,0.0,0
421,Pizarro,CO,2020-06-16 13:35:57,4.95,-77.37,81.73,82,73,1.03,moderate rain,1.95,0
422,Gewane,ET,2020-06-16 13:35:57,10.17,40.65,104.23,11,12,7.54,few clouds,0.0,0
423,Kortkeros,RU,2020-06-16 13:35:58,61.81,51.58,78.8,34,40,11.18,scattered clouds,0.0,0
424,Ilebo,CD,2020-06-16 13:35:58,-4.32,20.58,93.74,21,0,3.11,clear sky,0.0,0
425,Banda Aceh,ID,2020-06-16 13:25:02,5.56,95.32,82.56,67,94,9.89,overcast clouds,0.0,0
426,Oranjemund,NA,2020-06-16 13:27:20,-28.55,16.43,74.39,18,42,26.44,scattered clouds,0.0,0
427,Atlantic City,US,2020-06-16 13:35:58,39.36,-74.42,66.2,63,1,11.41,clear sky,0.0,0
428,Santa Isabel,BR,2020-06-16 13:35:58,-23.32,-46.22,64.4,82,90,12.75,overcast clouds,0.0,0
429,Aguimes,ES,2020-06-16 13:35:58,27.91,-15.45,81.0,73,60,10.29,broken clouds,0.0,0
430,Klaksvik,FO,2020-06-16 13:26:06,62.23,-6.59,51.8,93,100,4.7,mist,0.0,0
431,Dzhebariki-Khaya,RU,2020-06-16 13:35:59,62.22,135.8,57.11,66,1,1.3,clear sky,0.0,0
432,Naron,ES,2020-06-16 13:35:59,43.52,-8.15,66.0,72,11,10.36,few clouds,0.0,0
433,Amapa,BR,2020-06-16 13:35:59,1.0,-52.0,80.65,90,3,4.52,moderate rain,1.06,0
434,Caravelas,BR,2020-06-16 13:26:47,-17.71,-39.25,79.56,65,37,11.12,scattered clouds,0.0,0
435,Uruguaiana,BR,2020-06-16 13:35:59,-29.75,-57.09,64.4,88,99,9.17,overcast clouds,0.0,0
436,Muswellbrook,AU,2020-06-16 13:35:59,-32.27,150.9,47.48,91,17,3.4,few clouds,0.0,0
437,Hay River,CA,2020-06-16 13:26:59,60.82,-115.8,37.4,93,90,6.93,overcast clouds,0.0,0
438,Noboribetsu,JP,2020-06-16 13:36:00,42.45,141.17,63.0,100,75,4.7,broken clouds,0.0,0
439,Luba,GQ,2020-06-16 13:36:00,3.46,8.55,80.6,100,75,4.7,broken clouds,0.0,0
440,Yeppoon,AU,2020-06-16 13:36:00,-23.13,150.73,64.4,93,4,12.95,clear sky,0.0,0
441,Liyang,CN,2020-06-16 13:36:00,29.71,118.29,78.82,82,68,3.09,broken clouds,0.0,0
442,Porbandar,IN,2020-06-16 13:36:00,21.64,69.61,87.85,77,100,11.56,overcast clouds,0.0,0
443,Dongsheng,CN,2020-06-16 13:36:00,39.82,109.98,71.44,38,100,16.62,overcast clouds,0.0,0
444,Cayenne,GF,2020-06-16 13:36:01,4.93,-52.33,82.4,74,75,3.36,broken clouds,0.0,0
445,Punto Fijo,VE,2020-06-16 13:33:37,11.7,-70.2,84.22,68,52,24.49,broken clouds,0.0,0
446,Longyearbyen,SJ,2020-06-16 13:22:46,78.22,15.64,41.0,60,20,12.75,few clouds,0.0,0
447,Neuquen,AR,2020-06-16 13:36:01,-38.95,-68.06,33.8,80,100,3.36,overcast clouds,0.0,0
448,Asbest,RU,2020-06-16 13:36:01,57.01,61.46,78.8,31,8,13.42,clear sky,0.0,0
449,Vanimo,PG,2020-06-16 13:26:36,-2.67,141.3,80.1,78,73,1.9,light rain,0.14,0
450,Saint-Denis,FR,2020-06-16 13:36:01,48.92,2.33,73.0,52,90,5.82,overcast clouds,0.0,0
451,Port Hawkesbury,CA,2020-06-16 13:36:02,45.62,-61.35,66.0,45,1,4.7,clear sky,0.0,0
452,Kalnibolotskaya,RU,2020-06-16 13:36:02,46.01,40.46,82.0,65,58,9.55,broken clouds,0.0,0
453,Kuytun,RU,2020-06-16 13:36:02,54.34,101.5,53.73,80,100,6.55,overcast clouds,0.0,0
454,Lander,US,2020-06-16 13:36:01,42.83,-108.73,57.2,24,1,3.36,clear sky,0.0,0
455,Pringsewu,ID,2020-06-16 13:36:02,-5.36,104.97,75.06,93,97,1.36,light rain,0.53,0
456,Kiama,AU,2020-06-16 13:36:02,-34.68,150.87,62.01,64,17,8.01,few clouds,0.0,0
457,Hami,CN,2020-06-16 13:26:13,42.8,93.45,92.08,11,0,4.5,clear sky,0.0,0
458,Dukat,RU,2020-06-16 13:36:03,62.55,155.55,54.37,71,100,4.16,moderate rain,1.02,0
459,Tikrit,IQ,2020-06-16 13:36:03,34.61,43.68,105.85,9,0,17.65,clear sky,0.0,0
460,Vydrino,RU,2020-06-16 13:36:03,51.48,104.85,52.3,83,99,5.28,overcast clouds,0.0,0
461,Borogontsy,RU,2020-06-16 13:36:03,62.67,131.17,58.71,70,32,2.77,scattered clouds,0.0,0
462,Basoko,CD,2020-06-16 13:36:03,1.24,23.62,87.85,50,89,2.82,overcast clouds,0.0,0
463,Igrim,RU,2020-06-16 13:36:03,63.19,64.42,58.89,93,100,1.99,light rain,0.79,0
464,Olinda,BR,2020-06-16 13:26:43,-8.01,-34.86,78.8,83,75,5.82,shower rain,0.0,0
465,Bandarbeyla,SO,2020-06-16 13:26:22,9.49,50.81,93.2,40,74,24.52,broken clouds,0.0,0
466,Urumqi,CN,2020-06-16 13:36:04,43.8,87.6,89.6,17,20,11.18,few clouds,0.0,0
467,Hofn,IS,2020-06-16 13:26:37,64.25,-15.21,49.41,67,100,7.63,overcast clouds,0.0,0
468,Kita,ML,2020-06-16 13:36:04,13.03,-9.49,100.65,30,56,5.68,broken clouds,0.0,0
469,Seddon,AU,2020-06-16 13:36:04,-37.81,144.89,53.01,93,90,9.17,overcast clouds,0.0,0
470,Kiunga,PG,2020-06-16 13:36:04,-6.12,141.29,74.43,98,100,3.51,moderate rain,2.27,0
471,Goderich,CA,2020-06-16 13:36:05,43.75,-81.72,71.01,49,0,1.77,clear sky,0.0,0
472,Batken,KG,2020-06-16 13:36:05,39.83,71.0,64.04,30,69,5.23,broken clouds,0.0,0
473,Dudinka,RU,2020-06-16 13:36:05,69.41,86.18,44.6,81,75,13.42,broken clouds,0.0,0
474,Kibala,TD,2020-06-16 13:36:05,9.11,18.35,95.0,44,20,2.24,few clouds,0.0,0
475,Kloulklubed,PW,2020-06-16 13:27:06,7.04,134.26,78.8,88,75,4.7,broken clouds,0.0,0
476,Santa Vitoria Do Palmar,BR,2020-06-16 13:36:05,-33.52,-53.37,63.32,85,44,9.64,scattered clouds,0.0,0
477,Nizhnevartovsk,RU,2020-06-16 13:36:06,60.93,76.55,69.8,56,100,8.95,overcast clouds,0.0,0
478,Loandjili,CG,2020-06-16 13:36:06,-4.76,11.86,78.8,74,90,9.17,overcast clouds,0.0,0
479,Nouakchott,MR,2020-06-16 13:26:36,18.09,-15.98,86.0,58,0,9.17,dust,0.0,0
480,Russell,US,2020-06-16 13:26:20,32.35,-85.2,66.2,68,20,11.41,few clouds,0.0,0
481,Owerri,NG,2020-06-16 13:36:06,5.48,7.03,78.8,83,40,3.36,scattered clouds,0.0,0
482,Mount Gambier,AU,2020-06-16 13:26:41,-37.83,140.77,48.2,100,90,5.82,overcast clouds,0.0,0
483,Santa Luzia,BR,2020-06-16 13:33:33,-19.77,-43.85,68.0,77,75,6.93,broken clouds,0.0,0
484,Am Timan,TD,2020-06-16 13:36:07,11.03,20.28,98.94,29,71,0.56,broken clouds,0.0,0
485,Katangli,RU,2020-06-16 13:36:07,51.71,143.23,40.71,86,99,3.56,overcast clouds,0.0,0
486,Srikakulam,IN,2020-06-16 13:36:07,18.3,83.9,86.05,75,88,19.17,overcast clouds,0.0,0
487,Baruun-Urt,MN,2020-06-16 13:26:44,46.68,113.28,74.7,22,73,5.1,broken clouds,0.0,0
488,Praia Da Vitoria,PT,2020-06-16 13:36:07,38.73,-27.07,66.2,82,40,8.84,scattered clouds,0.0,0
